iter	Logloss
232	0.2780889508
233	0.2777531978
234	0.277623613
235	0.277316786
236	0.2769343395
237	0.276867975
238	0.2765805213
239	0.276388187
240	0.2758411243
241	0.2755491975
242	0.275483579
243	0.2751750587
244	0.2749119215
245	0.2747941714
246	0.274592267
247	0.2740332165
248	0.2737910138
249	0.2735908627
250	0.2733517864
251	0.272746485
252	0.2725830802
253	0.2725411576
254	0.2723834752
255	0.2723300156
256	0.2721274499
257	0.2714788022
258	0.2711105097
259	0.2704611162
260	0.2700495023
261	0.2697594442
262	0.2694642364
263	0.2694165643
264	0.268338646
265	0.2681571256
266	0.2678012885
267	0.2675633
268	0.2672383463
269	0.2669756372
270	0.2667533315
271	0.2664050886
272	0.2660413701
273	0.2656547881
274	0.2653055248
275	0.2644280621
276	0.264216921
277	0.2640937026
278	0.2640415907
279	0.2638126687
280	0.2636088816
281	0.2633362373
282	0.2628482918
283	0.2626262047
284	0.2625542988
285	0.262422825
286	0.2620766197
287	0.2619410175
288	0.2610669632
289	0.2609429791
290	0.2606573419
291	0.2604227741
292	0.2603092715
293	0.2602298338
294	0.259870403
295	0.2595074667
296	0.2593847685
297	0.2592996118
298	0.2591029357
299	0.2589013286
300	0.2586662265
301	0.2585249341
302	0.2583268352
303	0.2581446889
304	0.2579555281
305	0.2579292758
306	0.2578439744
307	0.2574299103
308	0.2573570373
309	0.25731166
310	0.2571473883
311	0.2570099456
312	0.2566844713
313	0.2564712089
314	0.2563226179
315	0.256288994
316	0.2562110919
317	0.2559613572
318	0.2555372288
319	0.2552857603
320	0.2548368055
321	0.2547352112
322	0.2542671552
323	0.254067451
324	0.2537377167
325	0.253502102
326	0.2531970543
327	0.2528706429
328	0.2526400998
329	0.2526065082
330	0.252386606
331	0.2522320953
332	0.2521460097
333	0.2514755125
334	0.2513109226
335	0.2511076915
336	0.2510157356
337	0.2504589441
338	0.2499565305
339	0.249666966
340	0.2494426886
341	0.2490662784
342	0.2486797723
343	0.2486101706
344	0.248473477
345	0.2480867913
346	0.2480467539
347	0.2474604943
348	0.2473642022
349	0.2471356714
350	0.2470203497
351	0.2468084261
352	0.2466459564
353	0.2465074687
354	0.2459971745
355	0.2458411266
356	0.2455032382
357	0.2443935037
358	0.2440502394
359	0.2437087159
360	0.2436053157
361	0.2432940161
362	0.2430611712
363	0.2429668645
364	0.2425818473
365	0.2418469663
366	0.2416867776
367	0.2414129533
368	0.2411754598
369	0.2411122054
370	0.2406867164
371	0.2405663205
372	0.2399602512
373	0.239769502
374	0.2393863701
375	0.2389095875
376	0.2385699456
377	0.2384314709
378	0.2381819734
379	0.2379597003
380	0.237637257
381	0.2373810087
382	0.237197415
383	0.236642424
384	0.23644717
385	0.2362898091
386	0.2361015736
387	0.2359112349
388	0.2357771863
389	0.2356634301
390	0.235466501
391	0.2353547822
392	0.2353291786
393	0.235269178
394	0.235112029
395	0.2350838068
396	0.2349356733
397	0.234816808
398	0.2342200832
399	0.2342061232
400	0.2341698326
401	0.2340220319
402	0.2338100525
403	0.2336527761
404	0.2335560889
405	0.23338048
406	0.2333400948
407	0.2332107416
408	0.2323752189
409	0.232092451
410	0.2320002897
411	0.2318119505
412	0.2315549037
413	0.2307565987
414	0.2307290936
415	0.2302696353
416	0.2302336165
417	0.230118845
418	0.2301021539
419	0.2299878264
420	0.2295881544
421	0.2292107595
422	0.2291804669
423	0.2289557932
424	0.2289364144
425	0.2288109982
426	0.2286502073
427	0.2286499894
428	0.2284720054
429	0.2279568063
430	0.2278106567
431	0.2276313945
432	0.2274649757
433	0.2267543936
434	0.2262844062
435	0.2261550071
436	0.226152809
437	0.2259586305
438	0.2257992807
439	0.2257020042
440	0.2255124509
441	0.2253686089
442	0.2248523276
443	0.2244252032
444	0.2243170583
445	0.2241551763
446	0.2240028711
447	0.2237861904
448	0.2235489958
449	0.2233669065
450	0.2233413525
451	0.2230438071
452	0.2228768434
453	0.222851782
454	0.222426911
455	0.2222773336
456	0.2222436122
457	0.2220566616
458	0.2220318933
459	0.2217833795
460	0.2215921786
461	0.2212677284
462	0.2210928543
463	0.2208893223
464	0.2207517224
465	0.2204563789
466	0.2201097886
467	0.2199498806
468	0.2195787871
469	0.2194146546
470	0.2193465185
471	0.2191995686
472	0.2191271469
473	0.218986546
474	0.2189160533
475	0.2184215682
476	0.2182053105
477	0.2181018784
478	0.2180817613
479	0.2180336045
480	0.2177202383
481	0.2176846981
482	0.2175374332
483	0.2167741553
484	0.2166973348
485	0.2164752396
486	0.2162653394
487	0.2162312348
488	0.2161064101
489	0.2158374783
490	0.215591159
491	0.2155310762
492	0.2150744196
493	0.2148049774
494	0.2146064808
495	0.2143676875
496	0.214348221
497	0.2141726485
498	0.2140001643
499	0.2137718957
500	0.2134938853
501	0.2133489854
502	0.2131509394
503	0.213004171
504	0.212710719
505	0.212458927
506	0.2122729782
507	0.212016904
508	0.2117734358
509	0.2114181916
510	0.2111780564
511	0.2109676803
512	0.2107331132
513	0.2099335046
514	0.2097521521
515	0.2095105406
516	0.2091506173
517	0.2090524533
518	0.2090316909
519	0.2089011261
520	0.2088808974
521	0.208736203
522	0.2087148123
523	0.2084791858
524	0.2083949214
525	0.207912137
526	0.2077470202
527	0.2076254536
528	0.2074025094
529	0.2069992187
530	0.206738217
531	0.2066503802
532	0.2058013157
533	0.2053964118
534	0.2050773967
535	0.2049783938
536	0.2047610702
537	0.2043421976
538	0.2040786762
539	0.2038781915
540	0.2036977593
541	0.2035580197
542	0.2035379589
543	0.2035247219
544	0.2033995881
545	0.2032812059
546	0.2031444126
547	0.2028719412
548	0.2024628204
549	0.2021331726
550	0.2018698677
551	0.2015759483
552	0.201280837
553	0.201024918
554	0.2009419425
555	0.2007681533
556	0.2007553164
557	0.2005780573
558	0.2004022242
559	0.1994294404
560	0.1992530581
561	0.1988752718
562	0.1985793252
563	0.1982408035
564	0.1980108644
565	0.1978511845
566	0.1974836972
567	0.1972966578
568	0.1969648349
569	0.1968958254
570	0.1966909614
571	0.1966682103
572	0.196355792
573	0.1963370535
574	0.1961393103
575	0.1958389796
576	0.1955177721
577	0.1952261477
578	0.1946880233
579	0.1945551033
580	0.1943412054
581	0.1941295837
582	0.1941097946
583	0.1938423182
584	0.1935306494
585	0.1931592257
586	0.1930061909
587	0.1926951746
588	0.1924264018
589	0.1918554838
590	0.1916197882
591	0.1916021259
592	0.1913454732
593	0.1912174161
594	0.1909456464
595	0.1904515464
596	0.1902274051
597	0.1900036553
598	0.1899260684
599	0.1896943284
600	0.1894963985
601	0.1894792623
602	0.1892685551
603	0.188911508
604	0.1888665793
605	0.187931545
606	0.1877877482
607	0.1874759022
608	0.1870972001
609	0.1870807949
610	0.1868052257
611	0.18653675
612	0.1863436032
613	0.186222268
614	0.1862065612
615	0.1861407187
616	0.1861238633
617	0.1856850204
618	0.1853929107
619	0.1851466659
620	0.1848966437
621	0.1847671739
622	0.1846119058
623	0.1843415739
624	0.1843271709
625	0.1840783316
626	0.1839454958
627	0.1836260079
628	0.1833761459
629	0.1830920262
630	0.1827390073
631	0.1825657244
632	0.1825574976
633	0.1823049201
634	0.1820893872
635	0.1820378476
636	0.1817556304
637	0.1816110967
638	0.1814233148
639	0.1812257122
640	0.1806372552
641	0.180488936
642	0.1796395638
643	0.1792166856
644	0.1790743732
645	0.1789927263
646	0.1782748792
647	0.1780691426
648	0.1777067337
649	0.1775696317
650	0.1773522887
651	0.1771987816
652	0.1769823232
653	0.1767820413
654	0.1765722027
655	0.1764478669
656	0.1762255072
657	0.1762141693
658	0.1760428895
659	0.1760317751
660	0.1758062223
661	0.1756557413
662	0.1754181013
663	0.1751398612
664	0.1749070111
665	0.1747675515
666	0.1743408326
667	0.1741898835
668	0.1737680367
669	0.1735877818
670	0.1732009973
671	0.1731905288
672	0.1729682979
673	0.1728355412
674	0.1725520386
675	0.1722453889
676	0.1720306979
677	0.171747953
678	0.1711227566
679	0.1709765176
680	0.1708785338
681	0.1705792153
682	0.1704654723
683	0.1697995338
684	0.1694969509
685	0.1690262203
686	0.1685879539
687	0.1684259845
688	0.1678248863
689	0.1675620547
690	0.16724114
691	0.166785842
692	0.166496974
693	0.1662315878
694	0.1661441805
695	0.1656584051
696	0.1654577339
697	0.1653014734
698	0.1651729827
699	0.1650588932
700	0.1647432292
701	0.1645806567
702	0.1644645387
703	0.1640638828
704	0.1637356505
705	0.1633600935
706	0.1630462087
707	0.1624074118
708	0.1618252728
709	0.1617151793
710	0.1614764496
711	0.1613120527
712	0.1608991334
713	0.1606316528
714	0.1604544194
715	0.1604039964
716	0.1602930268
717	0.160231839
718	0.1600061675
719	0.1598116626
720	0.1594959297
721	0.1593875448
722	0.1587138841
723	0.1584788251
724	0.1582321682
725	0.1579513011
726	0.1575776738
727	0.1574486143
728	0.1571355566
729	0.1568998273
730	0.1566440909
731	0.1565075477
732	0.1563367236
733	0.1559533917
734	0.1553176684
735	0.1550401501
736	0.1547905478
737	0.1545040751
738	0.1542417388
739	0.1540036995
740	0.1536345646
741	0.1533016199
742	0.1531631207
743	0.1530227074
744	0.1528715769
745	0.1525382885
746	0.152230989
747	0.1521782212
748	0.1520626821
749	0.1517858566
750	0.1516302325
751	0.1514921119
752	0.1512905194
753	0.1508983932
754	0.1506851295
755	0.1504891005
756	0.1501168931
757	0.1497910462
758	0.1495483495
759	0.1494398057
760	0.1491747327
761	0.1488431114
762	0.1485995064
763	0.1483123793
764	0.1481839766
765	0.147937798
766	0.1477937378
767	0.1474392415
768	0.1471092839
769	0.1470576932
770	0.1469249694
771	0.1467774159
772	0.1465428865
773	0.1462427517
774	0.1457664401
775	0.1457341239
776	0.1456442455
777	0.1455165745
778	0.1453955854
779	0.144968995
780	0.1447596657
781	0.1445314782
782	0.1443372176
783	0.1442039651
784	0.1440211348
785	0.1437437299
786	0.1434777271
787	0.1431448309
788	0.1430066467
789	0.1427531034
790	0.1424822294
791	0.142279856
792	0.1421814985
793	0.1420590851
794	0.141782857
795	0.1415087915
796	0.1411519742
797	0.1410333072
798	0.1408911654
799	0.1407543095
800	0.140590405
801	0.1400537523
802	0.1398614366
803	0.1396392938
804	0.1394757038
805	0.1393255182
806	0.1391955301
807	0.1388817109
808	0.1385979662
809	0.1384324555
810	0.1383185964
811	0.1382337704
812	0.1379759549
813	0.1378138147
814	0.1376559281
815	0.1374700473
816	0.1372314336
817	0.1371413908
818	0.1370584425
819	0.136910836
820	0.1366244871
821	0.1364303637
822	0.1361449094
823	0.1359994478
824	0.1357103588
825	0.1354743304
826	0.1352861079
827	0.1351362051
828	0.1350359871
829	0.1348479595
830	0.1346464778
831	0.1345547433
832	0.1342358404
833	0.134121298
834	0.1339845692
835	0.1336324914
836	0.1333969639
837	0.133250695
838	0.132935587
839	0.1324667957
840	0.1322024735
841	0.1319632261
842	0.13167533
843	0.131425445
844	0.1312614446
845	0.1311128337
846	0.1309646114
847	0.1308700601
848	0.1304330132
849	0.1301847615
850	0.1300323041
851	0.1298432007
852	0.1297294032
853	0.1296633329
854	0.1295203952
855	0.1293420507
856	0.1292438225
857	0.1290529978
858	0.1289489451
859	0.1287574218
860	0.1284682541
861	0.1280581187
862	0.1279454828
863	0.1277623174
864	0.1276271463
865	0.1274178966
866	0.1271090042
867	0.1269367374
868	0.1268484489
869	0.1267612864
870	0.1265849804
871	0.1265150632
872	0.126334885
873	0.126175079
874	0.1257682847
875	0.1255180089
876	0.1253759407
877	0.1252135717
878	0.1250579369
879	0.1249286038
880	0.1247148453
881	0.124482646
882	0.1243684732
883	0.124156322
884	0.12393734
885	0.1237967876
886	0.1236285462
887	0.1234978772
888	0.1233524315
889	0.1232273349
890	0.1230488453
891	0.1227785276
892	0.1226490615
893	0.1223896533
894	0.1221863572
895	0.1220534831
896	0.1219319486
897	0.1217548375
898	0.1214828356
899	0.1212607146
900	0.1210813759
901	0.1208256927
902	0.1206531419
903	0.1205571009
904	0.1204290614
905	0.1203124373
906	0.1201140419
907	0.1199288701
908	0.1197502418
909	0.1196342459
910	0.1195561176
911	0.1193419692
912	0.1191392316
913	0.1190238287
914	0.1188855662
915	0.1185456988
916	0.1182019531
917	0.1181147073
918	0.1179642929
919	0.1176650285
920	0.1174198582
921	0.1173324965
922	0.1172162083
923	0.117009458
924	0.1168445594
925	0.1167586635
926	0.1165290231
927	0.1162982454
928	0.1161213024
929	0.1160203406
930	0.1158626398
931	0.1156834328
932	0.1155270678
933	0.1154005972
934	0.1152972975
935	0.1150205545
936	0.1149105338
937	0.1146791669
938	0.1144554076
939	0.1143503131
940	0.1142403521
941	0.1140311783
942	0.1139204497
943	0.1138452911
944	0.1136580643
945	0.1135429135
946	0.1134422081
947	0.1133853799
948	0.1131420775
949	0.1129896841
950	0.1127403787
951	0.112537186
952	0.1124278618
953	0.1123494409
954	0.1121090785
955	0.1119735895
956	0.1116032158
957	0.1114096326
958	0.1112480083
959	0.1110407428
960	0.1108955701
961	0.1108017905
962	0.1106344663
963	0.1105033244
964	0.1104332062
965	0.1103570143
966	0.1102411367
967	0.1101035745
968	0.1097675366
969	0.1094678645
970	0.1093121629
971	0.109196765
972	0.1090558128
973	0.1089509067
974	0.1087991595
975	0.1085810039
976	0.108397981
977	0.1083382388
978	0.1080954001
979	0.1079600314
980	0.1078347944
981	0.1076079078
982	0.1072936361
983	0.1070901172
984	0.1069855681
985	0.1068865285
986	0.1068193773
987	0.1066705039
988	0.1065226161
989	0.1064126467
990	0.1061155023
991	0.105905718
992	0.1056607638
993	0.1055793594
994	0.1055293122
995	0.1054351487
996	0.1053583911
997	0.1051858602
998	0.105025755
999	0.1049212197
